Sno,Admission Number,Fee Head,Fee Head,Fees Assigned,concession,Paid,Due
362,10001624,Admission Fee,WonderSkill Workshop,0,0,0,0
363,10001729,Admission Fee,WonderSkill Workshop,0,0,0,0
364,10001526,Admission Fee,WonderSkill Workshop,1000,0,1000,0
365,10001470,Admission Fee,WonderSkill Workshop,0,0,0,0
366,10001511,Admission Fee,WonderSkill Workshop,1000,0,1000,0
367,10001604,Admission Fee,WonderSkill Workshop,0,0,0,0
368,10003253,Admission Fee,WonderSkill Workshop,0,0,0,0
369,10002881,Admission Fee,WonderSkill Workshop,0,0,0,0
370,10002300,Admission Fee,WonderSkill Workshop,1000,0,1000,0
371,10002646,Admission Fee,WonderSkill Workshop,1000,0,1000,0
372,10001619,Admission Fee,WonderSkill Workshop,1000,0,1000,0
373,10002632,Admission Fee,WonderSkill Workshop,0,0,0,0
374,10001602,Admission Fee,WonderSkill Workshop,0,0,0,0
375,10002110,Admission Fee,WonderSkill Workshop,0,0,0,0
376,10001934,Admission Fee,WonderSkill Workshop,0,0,0,0
377,10001594,Admission Fee,WonderSkill Workshop,0,0,0,0
378,10001766,Admission Fee,WonderSkill Workshop,1000,0,1000,0
379,10001631,Admission Fee,WonderSkill Workshop,0,0,0,0
380,10001891,Admission Fee,WonderSkill Workshop,1000,0,1000,0
381,10001465,Admission Fee,WonderSkill Workshop,1000,0,1000,0
382,10002058,Admission Fee,WonderSkill Workshop,0,0,0,0
383,10002082,Admission Fee,WonderSkill Workshop,2000,0,2000,0
384,10003172,Admission Fee,WonderSkill Workshop,1000,0,1000,0
385,10002908,Admission Fee,WonderSkill Workshop,0,0,0,0
386,10001948,Admission Fee,WonderSkill Workshop,1000,0,1000,0
387,10001316,Admission Fee,WonderSkill Workshop,0,0,0,0
388,10002100,Admission Fee,WonderSkill Workshop,1000,0,1000,0
389,10001873,Admission Fee,WonderSkill Workshop,1000,0,1000,0
390,10001641,Admission Fee,WonderSkill Workshop,1000,0,1000,0
391,10001837,Admission Fee,WonderSkill Workshop,1000,0,1000,0
392,10001800,Admission Fee,WonderSkill Workshop,1000,0,1000,0
393,10001701,Admission Fee,WonderSkill Workshop,1000,0,1000,0
394,10001693,Admission Fee,WonderSkill Workshop,1000,0,1000,0
395,10001696,Admission Fee,WonderSkill Workshop,1000,0,1000,0
396,10001703,Admission Fee,WonderSkill Workshop,1000,0,1000,0
397,10001632,Admission Fee,WonderSkill Workshop,1000,0,1000,0
398,10003151,Admission Fee,WonderSkill Workshop,1000,0,0,1000
399,10003137,Admission Fee,WonderSkill Workshop,1000,0,1000,0
400,10001792,Admission Fee,WonderSkill Workshop,1000,0,1000,0
401,10002915,Admission Fee,WonderSkill Workshop,1000,0,0,1000
402,10001637,Admission Fee,WonderSkill Workshop,1000,0,1000,0
403,10002345,Admission Fee,WonderSkill Workshop,1000,0,1000,0
404,10001584,Admission Fee,WonderSkill Workshop,1000,0,1000,0
405,10001790,Admission Fee,WonderSkill Workshop,1000,0,1000,0
406,10001638,Admission Fee,WonderSkill Workshop,1000,0,1000,0
407,10001639,Admission Fee,WonderSkill Workshop,1000,0,1000,0
408,10001628,Admission Fee,WonderSkill Workshop,1000,0,1000,0
409,10002099,Admission Fee,WonderSkill Workshop,1000,0,1000,0
410,10002064,Admission Fee,WonderSkill Workshop,1000,0,1000,0
411,10002053,Admission Fee,WonderSkill Workshop,1000,0,1000,0
412,10002682,Admission Fee,WonderSkill Workshop,1000,0,1000,0
413,10002316,Admission Fee,WonderSkill Workshop,1000,0,1000,0
414,10001640,Admission Fee,WonderSkill Workshop,1000,0,1000,0
415,10001754,Admission Fee,WonderSkill Workshop,1000,0,1000,0
416,10002341,Admission Fee,WonderSkill Workshop,1000,0,1000,0
417,10002322,Admission Fee,WonderSkill Workshop,1000,0,1000,0
418,10001651,Admission Fee,WonderSkill Workshop,1000,0,1000,0
419,10002272,Admission Fee,WonderSkill Workshop,1000,0,1000,0
420,10002270,Admission Fee,WonderSkill Workshop,1000,0,1000,0
421,10002262,Admission Fee,WonderSkill Workshop,1000,0,0,1000
422,10002263,Admission Fee,WonderSkill Workshop,1000,0,1000,0
423,10002261,Admission Fee,WonderSkill Workshop,1000,1000,0,0
424,10002378,Admission Fee,WonderSkill Workshop,1000,0,1000,0
425,10002854,Admission Fee,WonderSkill Workshop,1000,0,1000,0
426,10002773,Admission Fee,WonderSkill Workshop,1000,0,1000,0
427,10002766,Admission Fee,WonderSkill Workshop,1000,0,1000,0
428,10002308,Admission Fee,WonderSkill Workshop,1000,0,1000,0
429,10002325,Admission Fee,WonderSkill Workshop,1000,0,1000,0
430,10002304,Admission Fee,WonderSkill Workshop,1000,0,1000,0
431,10002256,Admission Fee,WonderSkill Workshop,1000,0,1000,0
432,10002303,Admission Fee,WonderSkill Workshop,1000,0,0,1000
433,10002301,Admission Fee,WonderSkill Workshop,1000,1000,0,0
434,10002299,Admission Fee,WonderSkill Workshop,1000,0,0,1000
435,10002288,Admission Fee,WonderSkill Workshop,1000,0,1000,0
436,10002284,Admission Fee,WonderSkill Workshop,1000,0,0,1000
437,10002283,Admission Fee,WonderSkill Workshop,1000,0,1000,0
438,10002279,Admission Fee,WonderSkill Workshop,1000,0,1000,0
439,10002618,Admission Fee,WonderSkill Workshop,1000,0,1000,0
440,10002277,Admission Fee,WonderSkill Workshop,1000,0,1000,0
441,10002268,Admission Fee,WonderSkill Workshop,1000,0,1000,0
442,10001623,Admission Fee,WonderSkill Workshop,1000,0,1000,0
443,10002124,Admission Fee,WonderSkill Workshop,1000,1000,0,0
444,10001627,Admission Fee,WonderSkill Workshop,1000,0,1000,0
445,10002859,Admission Fee,WonderSkill Workshop,1000,1000,0,0
446,10002777,Admission Fee,WonderSkill Workshop,1000,0,1000,0
447,10001646,Admission Fee,WonderSkill Workshop,1000,1000,0,0
448,10002444,Admission Fee,WonderSkill Workshop,1000,0,1000,0
449,10001967,Admission Fee,WonderSkill Workshop,1000,0,1000,0
450,10001774,Admission Fee,WonderSkill Workshop,1000,0,1000,0
451,10002181,Admission Fee,WonderSkill Workshop,1000,0,1000,0
452,10002343,Admission Fee,WonderSkill Workshop,1000,0,1000,0
453,10001692,Admission Fee,WonderSkill Workshop,1000,0,1000,0
454,10001834,Admission Fee,WonderSkill Workshop,1000,0,1000,0
455,10003293,Admission Fee,WonderSkill Workshop,1000,0,1000,0
456,10003278,Admission Fee,WonderSkill Workshop,1000,0,1000,0
457,10003249,Admission Fee,WonderSkill Workshop,1000,0,1000,0
458,10003274,Admission Fee,WonderSkill Workshop,1000,0,1000,0
459,10003261,Admission Fee,WonderSkill Workshop,1000,0,1000,0
460,10001654,Admission Fee,WonderSkill Workshop,1000,0,1000,0
461,10003209,Admission Fee,WonderSkill Workshop,1000,0,1000,0
462,10003146,Admission Fee,WonderSkill Workshop,1000,0,1000,0
463,10001645,Admission Fee,WonderSkill Workshop,1000,0,1000,0
464,10002963,Admission Fee,WonderSkill Workshop,1000,0,1000,0
465,10001746,Admission Fee,WonderSkill Workshop,1000,0,1000,0
466,10002801,Admission Fee,WonderSkill Workshop,1000,0,1000,0
467,10002174,Admission Fee,WonderSkill Workshop,1000,0,1000,0
468,10002477,Admission Fee,WonderSkill Workshop,1000,0,1000,0
469,10002200,Admission Fee,WonderSkill Workshop,1000,0,1000,0
470,10002314,Admission Fee,WonderSkill Workshop,1000,0,1000,0
471,10003254,Admission Fee,WonderSkill Workshop,1000,0,1000,0
472,10003159,Admission Fee,WonderSkill Workshop,1000,0,1000,0
473,10003084,Admission Fee,WonderSkill Workshop,1000,0,1000,0
474,10002925,Admission Fee,WonderSkill Workshop,1000,0,1000,0
475,10002066,Admission Fee,WonderSkill Workshop,1000,0,1000,0
476,10002172,Admission Fee,WonderSkill Workshop,1000,0,1000,0
477,10002140,Admission Fee,WonderSkill Workshop,1000,0,1000,0
478,10002107,Admission Fee,WonderSkill Workshop,1000,0,1000,0
479,10002074,Admission Fee,WonderSkill Workshop,1000,0,1000,0
480,10001809,Admission Fee,WonderSkill Workshop,1000,0,1000,0
481,10001842,Admission Fee,WonderSkill Workshop,1000,0,1000,0
482,10001626,Admission Fee,WonderSkill Workshop,1000,0,1000,0
483,10003280,Admission Fee,WonderSkill Workshop,1000,0,1000,0
484,10003086,Admission Fee,WonderSkill Workshop,1000,0,1000,0
485,10002971,Admission Fee,WonderSkill Workshop,1000,0,1000,0
486,10002890,Admission Fee,WonderSkill Workshop,1000,0,1000,0
487,10002317,Admission Fee,WonderSkill Workshop,1000,0,1000,0
488,10001695,Admission Fee,WonderSkill Workshop,1000,0,0,1000
489,10001633,Admission Fee,WonderSkill Workshop,1000,0,1000,0
490,10002459,Admission Fee,WonderSkill Workshop,1000,0,1000,0
491,10001612,Admission Fee,WonderSkill Workshop,1000,0,1000,0
492,10001719,Admission Fee,WonderSkill Workshop,1000,0,1000,0
493,10002092,Admission Fee,WonderSkill Workshop,1000,0,1000,0
494,10002080,Admission Fee,WonderSkill Workshop,1000,0,1000,0
495,10002051,Admission Fee,WonderSkill Workshop,1000,0,1000,0
496,10001813,Admission Fee,WonderSkill Workshop,1000,0,1000,0
497,10002079,Admission Fee,WonderSkill Workshop,1000,0,1000,0
498,10002193,Admission Fee,WonderSkill Workshop,1000,0,1000,0
499,10001893,Admission Fee,WonderSkill Workshop,1000,0,1000,0
500,10002313,Admission Fee,WonderSkill Workshop,1000,0,1000,0
501,10001736,Admission Fee,WonderSkill Workshop,1000,0,1000,0
502,10001652,Admission Fee,WonderSkill Workshop,1000,0,1000,0
503,10002323,Admission Fee,WonderSkill Workshop,1000,0,1000,0
504,10001798,Admission Fee,WonderSkill Workshop,1000,0,1000,0
505,10002319,Admission Fee,WonderSkill Workshop,1000,0,1000,0
506,10001982,Admission Fee,WonderSkill Workshop,1000,0,1000,0
507,10001956,Admission Fee,WonderSkill Workshop,1000,0,1000,0
508,10001826,Admission Fee,WonderSkill Workshop,1000,0,1000,0
509,10002037,Admission Fee,WonderSkill Workshop,1000,0,1000,0
510,10001987,Admission Fee,WonderSkill Workshop,1000,0,1000,0
511,10002006,Admission Fee,WonderSkill Workshop,1000,0,1000,0
512,10001835,Admission Fee,WonderSkill Workshop,1000,0,1000,0
513,10003304,Admission Fee,WonderSkill Workshop,1000,0,0,1000
514,10002842,Admission Fee,WonderSkill Workshop,1000,0,1000,0
515,10002382,Admission Fee,WonderSkill Workshop,1000,0,1000,0
516,10001951,Admission Fee,WonderSkill Workshop,1000,0,1000,0
517,10002278,Admission Fee,WonderSkill Workshop,1000,0,1000,0
518,10002112,Admission Fee,WonderSkill Workshop,1000,0,1000,0
519,10002198,Admission Fee,WonderSkill Workshop,1000,0,1000,0
520,10002455,Admission Fee,WonderSkill Workshop,1000,0,1000,0
521,10001959,Admission Fee,WonderSkill Workshop,1000,0,1000,0
522,10002705,Admission Fee,WonderSkill Workshop,1000,0,1000,0
523,10002023,Admission Fee,WonderSkill Workshop,1000,0,1000,0
524,10001925,Admission Fee,WonderSkill Workshop,1000,0,1000,0
525,10002151,Admission Fee,WonderSkill Workshop,1000,0,1000,0
526,10001824,Admission Fee,WonderSkill Workshop,1000,0,1000,0
527,10002306,Admission Fee,WonderSkill Workshop,1000,0,1000,0
528,10002044,Admission Fee,WonderSkill Workshop,1000,0,1000,0
529,10001924,Admission Fee,WonderSkill Workshop,1000,0,1000,0
530,10002062,Admission Fee,WonderSkill Workshop,1000,0,1000,0
531,10002653,Admission Fee,WonderSkill Workshop,1000,0,1000,0
532,10002061,Admission Fee,WonderSkill Workshop,1000,0,1000,0
533,10002926,Admission Fee,WonderSkill Workshop,1000,0,1000,0
534,10002490,Admission Fee,WonderSkill Workshop,1000,0,1000,0
535,10002440,Admission Fee,WonderSkill Workshop,1000,0,1000,0
536,10001968,Admission Fee,WonderSkill Workshop,1000,0,1000,0
537,10001917,Admission Fee,WonderSkill Workshop,1000,0,1000,0
538,10002496,Admission Fee,WonderSkill Workshop,1000,0,1000,0
539,10002498,Admission Fee,WonderSkill Workshop,1000,0,1000,0
540,10002499,Admission Fee,WonderSkill Workshop,1000,0,0,1000
541,10002497,Admission Fee,WonderSkill Workshop,1000,0,1000,0
542,10002519,Admission Fee,WonderSkill Workshop,1000,0,1000,0
543,10003266,Admission Fee,WonderSkill Workshop,1000,0,1000,0
544,10003245,Admission Fee,WonderSkill Workshop,1000,0,1000,0
545,10003264,Admission Fee,WonderSkill Workshop,1000,0,1000,0
546,10003103,Admission Fee,WonderSkill Workshop,1000,0,1000,0
547,10003104,Admission Fee,WonderSkill Workshop,1000,0,1000,0
548,10001928,Admission Fee,WonderSkill Workshop,1000,0,1000,0
549,10002373,Admission Fee,WonderSkill Workshop,1000,0,1000,0
550,10002001,Admission Fee,WonderSkill Workshop,1000,0,1000,0
551,10002804,Admission Fee,WonderSkill Workshop,1000,0,1000,0
552,10002732,Admission Fee,WonderSkill Workshop,1000,0,1000,0
553,10002500,Admission Fee,WonderSkill Workshop,1000,0,0,1000
554,10002520,Admission Fee,WonderSkill Workshop,1000,0,1000,0
555,10002514,Admission Fee,WonderSkill Workshop,1000,0,1000,0
556,10002504,Admission Fee,WonderSkill Workshop,1000,0,0,1000
557,10002502,Admission Fee,WonderSkill Workshop,1000,0,1000,0
558,10002516,Admission Fee,WonderSkill Workshop,1000,0,1000,0
559,10002522,Admission Fee,WonderSkill Workshop,1000,0,1000,0
560,10002513,Admission Fee,WonderSkill Workshop,1000,0,1000,0
561,10001991,Admission Fee,WonderSkill Workshop,1000,0,1000,0
562,10001995,Admission Fee,WonderSkill Workshop,1000,0,1000,0
563,10003049,Admission Fee,WonderSkill Workshop,1000,0,1000,0
564,10002446,Admission Fee,WonderSkill Workshop,1000,0,1000,0
565,10001845,Admission Fee,WonderSkill Workshop,1000,0,1000,0
566,10001807,Admission Fee,WonderSkill Workshop,1000,0,1000,0
567,10001805,Admission Fee,WonderSkill Workshop,1000,0,1000,0
568,10002307,Admission Fee,WonderSkill Workshop,1000,0,1000,0
569,10002027,Admission Fee,WonderSkill Workshop,1000,0,1000,0
570,10002292,Admission Fee,WonderSkill Workshop,1000,0,1000,0
571,10001828,Admission Fee,WonderSkill Workshop,1000,0,1000,0
572,10001825,Admission Fee,WonderSkill Workshop,1000,0,1000,0
573,10002187,Admission Fee,WonderSkill Workshop,1000,0,1000,0
574,10002091,Admission Fee,WonderSkill Workshop,1000,0,1000,0
575,10002509,Admission Fee,WonderSkill Workshop,1000,0,1000,0
576,10002291,Admission Fee,WonderSkill Workshop,1000,0,1000,0
577,10002305,Admission Fee,WonderSkill Workshop,1000,0,1000,0
578,10003080,Admission Fee,WonderSkill Workshop,1000,0,1000,0
579,10003068,Admission Fee,WonderSkill Workshop,1000,0,1000,0
580,10002984,Admission Fee,WonderSkill Workshop,1000,0,1000,0
581,10002837,Admission Fee,WonderSkill Workshop,0,0,0,0
582,10002764,Admission Fee,WonderSkill Workshop,1000,0,1000,0
583,10002213,Admission Fee,WonderSkill Workshop,1000,0,1000,0
584,10002554,Admission Fee,WonderSkill Workshop,1000,0,1000,0
585,10002454,Admission Fee,WonderSkill Workshop,1000,0,1000,0
586,10002501,Admission Fee,WonderSkill Workshop,1000,0,1000,0
587,10002507,Admission Fee,WonderSkill Workshop,1000,0,1000,0
588,10002706,Admission Fee,WonderSkill Workshop,1000,0,1000,0
589,10001816,Admission Fee,WonderSkill Workshop,1000,0,1000,0
590,10001831,Admission Fee,WonderSkill Workshop,1000,0,1000,0
591,10001833,Admission Fee,WonderSkill Workshop,1000,0,1000,0
592,10001871,Admission Fee,WonderSkill Workshop,1000,0,1000,0
593,10002031,Admission Fee,WonderSkill Workshop,1000,0,1000,0
594,10001814,Admission Fee,WonderSkill Workshop,1000,0,1000,0
595,10001899,Admission Fee,WonderSkill Workshop,1000,0,1000,0
596,10002117,Admission Fee,WonderSkill Workshop,1000,0,1000,0
597,10002048,Admission Fee,WonderSkill Workshop,1000,0,1000,0
598,10002439,Admission Fee,WonderSkill Workshop,1000,0,1000,0
599,10002297,Admission Fee,WonderSkill Workshop,1000,0,1000,0
600,10001872,Admission Fee,WonderSkill Workshop,1000,0,1000,0
601,10002466,Admission Fee,WonderSkill Workshop,1000,0,1000,0
602,10002619,Admission Fee,WonderSkill Workshop,1000,0,1000,0
603,10002033,Admission Fee,WonderSkill Workshop,1000,0,1000,0
604,10001900,Admission Fee,WonderSkill Workshop,1000,0,1000,0
605,10001902,Admission Fee,WonderSkill Workshop,1000,0,1000,0
606,10002040,Admission Fee,WonderSkill Workshop,1000,0,1000,0
607,10002512,Admission Fee,WonderSkill Workshop,1000,0,1000,0
608,10002460,Admission Fee,WonderSkill Workshop,1000,0,1000,0
609,10002453,Admission Fee,WonderSkill Workshop,1000,0,1000,0
610,10002068,Admission Fee,WonderSkill Workshop,1000,0,1000,0
611,10001811,Admission Fee,WonderSkill Workshop,1000,0,0,1000
612,10002069,Admission Fee,WonderSkill Workshop,1000,0,1000,0
613,10001789,Admission Fee,WonderSkill Workshop,1000,0,1000,0
614,10002090,Admission Fee,WonderSkill Workshop,1000,0,1000,0
615,10001680,Admission Fee,WonderSkill Workshop,1000,0,1000,0
616,10002515,Admission Fee,WonderSkill Workshop,1000,0,1000,0
617,10002649,Admission Fee,WonderSkill Workshop,1000,0,1000,0
618,10002505,Admission Fee,WonderSkill Workshop,1000,0,1000,0
619,10002038,Admission Fee,WonderSkill Workshop,1000,0,1000,0
620,10002290,Admission Fee,WonderSkill Workshop,1000,0,1000,0
621,10001929,Admission Fee,WonderSkill Workshop,1000,0,1000,0
622,10002271,Admission Fee,WonderSkill Workshop,1000,0,1000,0
623,10002119,Admission Fee,WonderSkill Workshop,1000,0,1000,0
624,10001896,Admission Fee,WonderSkill Workshop,1000,0,1000,0
625,10002873,Admission Fee,WonderSkill Workshop,1000,0,1000,0
626,10002874,Admission Fee,WonderSkill Workshop,1000,0,1000,0
627,10002470,Admission Fee,WonderSkill Workshop,1000,0,1000,0
628,10002144,Admission Fee,WonderSkill Workshop,1000,0,1000,0
629,10002212,Admission Fee,WonderSkill Workshop,0,0,0,0
630,10001961,Admission Fee,WonderSkill Workshop,0,0,0,0
631,10002328,Admission Fee,WonderSkill Workshop,0,0,0,0
632,10002395,Admission Fee,WonderSkill Workshop,0,0,0,0
633,10002221,Admission Fee,WonderSkill Workshop,0,0,0,0
634,10002042,Admission Fee,WonderSkill Workshop,0,0,0,0
635,10002049,Admission Fee,WonderSkill Workshop,0,0,0,0
636,10003239,Admission Fee,WonderSkill Workshop,0,0,0,0
637,10003219,Admission Fee,WonderSkill Workshop,0,0,0,0
638,10003174,Admission Fee,WonderSkill Workshop,0,0,0,0
639,10002447,Admission Fee,WonderSkill Workshop,0,0,0,0
640,10003019,Admission Fee,WonderSkill Workshop,0,0,0,0
641,10002911,Admission Fee,WonderSkill Workshop,0,0,0,0
642,10002855,Admission Fee,WonderSkill Workshop,0,0,0,0
643,10002648,Admission Fee,WonderSkill Workshop,0,0,0,0
644,10002329,Admission Fee,WonderSkill Workshop,0,0,0,0
645,10002451,Admission Fee,WonderSkill Workshop,0,0,0,0
646,10002448,Admission Fee,WonderSkill Workshop,0,0,0,0
647,10003027,Admission Fee,WonderSkill Workshop,0,0,0,0
648,10002043,Admission Fee,WonderSkill Workshop,0,0,0,0
649,10001880,Admission Fee,WonderSkill Workshop,0,0,0,0
650,10001994,Admission Fee,WonderSkill Workshop,0,0,0,0
651,10002122,Admission Fee,WonderSkill Workshop,0,0,0,0
652,10002013,Admission Fee,WonderSkill Workshop,0,0,0,0
653,10002289,Admission Fee,WonderSkill Workshop,0,0,0,0
654,10002034,Admission Fee,WonderSkill Workshop,0,0,0,0
655,10002353,Admission Fee,WonderSkill Workshop,0,0,0,0
656,10003069,Admission Fee,WonderSkill Workshop,0,0,0,0
657,10003061,Admission Fee,WonderSkill Workshop,0,0,0,0
658,10002966,Admission Fee,WonderSkill Workshop,0,0,0,0
659,10002254,Admission Fee,WonderSkill Workshop,0,0,0,0
660,10002232,Admission Fee,WonderSkill Workshop,0,0,0,0
661,10002021,Admission Fee,WonderSkill Workshop,0,0,0,0
662,10002052,Admission Fee,WonderSkill Workshop,0,0,0,0
663,10002022,Admission Fee,WonderSkill Workshop,0,0,0,0
664,10002018,Admission Fee,WonderSkill Workshop,0,0,0,0
665,10002017,Admission Fee,WonderSkill Workshop,0,0,0,0
666,10002243,Admission Fee,WonderSkill Workshop,0,0,0,0
667,10002041,Admission Fee,WonderSkill Workshop,0,0,0,0
668,10002072,Admission Fee,WonderSkill Workshop,0,0,0,0
669,10003229,Admission Fee,WonderSkill Workshop,0,0,0,0
670,10003215,Admission Fee,WonderSkill Workshop,0,0,0,0
671,10003155,Admission Fee,WonderSkill Workshop,0,0,0,0
672,10003147,Admission Fee,WonderSkill Workshop,0,0,0,0
673,10003059,Admission Fee,WonderSkill Workshop,0,0,0,0
674,10003028,Admission Fee,WonderSkill Workshop,0,0,0,0
675,10002830,Admission Fee,WonderSkill Workshop,0,0,0,0
676,10002607,Admission Fee,WonderSkill Workshop,0,0,0,0
677,10002823,Admission Fee,WonderSkill Workshop,0,0,0,0
678,10002469,Admission Fee,WonderSkill Workshop,0,0,0,0
679,10002468,Admission Fee,WonderSkill Workshop,0,0,0,0
680,10001819,Admission Fee,WonderSkill Workshop,0,0,0,0
681,10002696,Admission Fee,WonderSkill Workshop,0,0,0,0
682,10002241,Admission Fee,WonderSkill Workshop,0,0,0,0
683,10002203,Admission Fee,WonderSkill Workshop,0,0,0,0
684,10002024,Admission Fee,WonderSkill Workshop,0,0,0,0
685,10002019,Admission Fee,WonderSkill Workshop,0,0,0,0
686,10002045,Admission Fee,WonderSkill Workshop,0,0,0,0
687,10002121,Admission Fee,WonderSkill Workshop,0,0,0,0
688,10002055,Admission Fee,WonderSkill Workshop,0,0,0,0
689,10003037,Admission Fee,WonderSkill Workshop,0,0,0,0
690,10002602,Admission Fee,WonderSkill Workshop,0,0,0,0
691,10002450,Admission Fee,WonderSkill Workshop,0,0,0,0
692,10002046,Admission Fee,WonderSkill Workshop,0,0,0,0
693,10001996,Admission Fee,WonderSkill Workshop,0,0,0,0
